Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/16;nov/16;out/16;set/16;ago/16;jul/16;jun/16;mai/16;abr/16;mar/16;fev/16;jan/16;Competência;Data de atualização
QUALLITY PRÓ SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (418170);Médico Hospitalar;Médio;167;143;94,12;94,74;100,00;100,00;93,75;94,74;90,48;95,65;87,88;87,88;82,14;87,50;201612;22/01/2017 02:12:18
RBS PARTICIPAÇÕES S/A (418862);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (331317);Médico Hospitalar;Médio;1;135;100,00;96,30;92,31;92,86;92,31;95,65;94,74;95,00;89,47;88,24;90,00;90,00;201612;22/01/2017 02:12:18
RN METROPOLITAN LTDA (414131);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;83,33;87,50;88,89;85,71;75,00;75,00;201612;22/01/2017 02:12:18
SALUTAR SAÚDE SEGURADORA S.A. (000027);Médico Hospitalar;Médio;160;147;96,15;93,75;95,12;94,87;93,02;93,18;90,00;93,10;84,21;88,89;86,96;89,66;201612;22/01/2017 02:12:18
SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A. (309192);Médico Hospitalar;Médio;1;138;100,00;95,24;96,30;92,31;96,43;95,00;100,00;93,33;93,75;94,44;91,67;81,82;201612;22/01/2017 02:12:18
SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A (335614);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;83,33;50,00;66,67;83,33;83,33;75,00;201612;22/01/2017 02:12:18
SAMEL PLANO DE SAÚDE LTDA (367095);Médico Hospitalar;Médio;;;;;;;;0,00;0,00;0,00;;;;100,00;201612;22/01/2017 02:12:18
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA (340162);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;66,67;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA (343676);Médico Hospitalar;Pequeno;113;104;81,82;84,62;87,50;50,00;50,00;66,67;100,00;100,00;100,00;85,71;75,00;60,00;201612;22/01/2017 02:12:18
SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA LTDA. (342033);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;96,15;91,18;86,67;90,32;90,48;93,75;88,89;90,48;201612;22/01/2017 02:12:18
SAMP MINAS ASSISTÊNCIA MÉDICA LTDA. (346471);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;201612;22/01/2017 02:12:18
SANAMED - SAÚDE SANTO ANTONIO LTDA (384585);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;83,33;60,00;57,14;60,00;83,33;100,00;201612;22/01/2017 02:12:18
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICORDIA DE BARRA MANSA (338214);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICORDIA DE ITABUNA (372404);Médico Hospitalar;Pequeno;;132;;0,00;0,00;0,00;100,00;100,00;100,00;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA (342807);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;50,00;50,00;50,00;50,00;50,00;50,00;100,00;100,00;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICORDIA DE PONTA GROSSA (419338);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA (345091);Médico Hospitalar;Médio;;;;;;;;;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;66,67;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA (330116);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;100,00;100,00;100,00;;;;;201612;22/01/2017 02:12:18
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915);Médico Hospitalar;Pequeno;;;;;;;;0,00;0,00;0,00;;;;;201612;22/01/2017 02:12:18
SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097);Médico Hospitalar;Grande;42;47;98,11;93,85;92,19;87,93;89,80;92,11;92,68;95,00;90,00;93,75;90,32;88,24;201612;22/01/2017 02:12:18
SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509);Médico Hospitalar;Pequeno;122;120;50,00;66,67;66,67;100,00;100,00;100,00;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SANTA RITA SAUDE S/A. (348180);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SANTA RITA SISTEMA DE SAUDE LTDA (413194);Médico Hospitalar;Médio;187;189;75,00;75,00;72,73;92,86;100,00;100,00;100,00;100,00;100,00;100,00;77,78;70,00;201612;22/01/2017 02:12:18
SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA. (400190);Médico Hospitalar;Médio;177;179;87,50;83,87;87,50;91,30;90,48;84,21;84,21;90,48;93,10;93,75;90,91;75,86;201612;22/01/2017 02:12:18
SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180);Médico Hospitalar;Pequeno;;;;;;;0,00;0,00;0,00;;;;;;201612;22/01/2017 02:12:18
SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA (403962);Médico Hospitalar;Pequeno;122;120;50,00;66,67;80,00;83,33;80,00;75,00;66,67;60,00;40,00;60,00;75,00;100,00;201612;22/01/2017 02:12:18
SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA (302091);Médico Hospitalar;Grande;63;65;93,48;87,30;82,19;84,42;84,72;84,06;82,81;88,14;96,36;98,00;87,50;82,86;201612;22/01/2017 02:12:18
SÃO LUCAS SAÚDE S/A (344362);Médico Hospitalar;Médio;1;176;100,00;84,62;81,82;81,82;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SAO PAULO TRANSPORTE S.A. (381799);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES (410047);Médico Hospitalar;Médio;1;167;100,00;87,50;77,78;77,78;81,82;88,89;90,00;100,00;100,00;100,00;100,00;71,43;201612;22/01/2017 02:12:18
SAÚDE BRB - CAIXA DE ASSISTÊNCIA  (414310);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SAUDE CASSEB ASSISTENCIA MEDICA LTDA (418781);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SAUDE PAS - MEDICINA E ODONTO (409243);Médico Hospitalar;Médio;;;;;;;;;;;;;100,00;100,00;201612;22/01/2017 02:12:18
SAÚDE SANTA TEREZA LTDA. (414930);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;;;;;;;;;201612;22/01/2017 02:12:18
SAÚDE SIM LTDA (320111);Médico Hospitalar;Médio;176;178;87,69;84,00;79,31;80,95;82,86;84,09;86,67;77,42;76,67;73,08;78,26;85,19;201612;22/01/2017 02:12:18
SBC SAÚDE LTDA. (412058);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;0,00;0,00;0,00;201612;22/01/2017 02:12:18
SEPACO AUTOGESTÃO (416967);Médico Hospitalar;Médio;1;1;100,00;100,00;83,33;80,00;83,33;100,00;100,00;100,00;100,00;50,00;0,00;75,00;201612;22/01/2017 02:12:18
SEPACO SAÚDE LTDA (407224);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
SERMED-SAÚDE LTDA. (303739);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;201612;22/01/2017 02:12:18
SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A. (306649);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;75,00;66,67;50,00;100,00;100,00;66,67;50,00;0,00;201612;22/01/2017 02:12:18
SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474);Médico Hospitalar;Médio;1;189;100,00;75,00;75,00;83,33;100,00;100,00;100,00;91,67;90,91;80,00;81,82;76,92;201612;22/01/2017 02:12:18
SERVMED SAÚDE LTDA (326356);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;;;;201612;22/01/2017 02:12:18
SIM - CAIXA DE ASSISTÊNCIA À SAÚDE (356476);Médico Hospitalar;Médio;;;;;;;0,00;0,00;0,00;0,00;;;;;201612;22/01/2017 02:12:18
SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL (361011);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;50,00;66,67;50,00;100,00;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
SISTEMA TOTAL DE SAÚDE LTDA. (402001);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
SISTEMAS E PLANOS DE SAÚDE LTDA. (352586);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;90,91;92,31;91,67;100,00;100,00;201612;22/01/2017 02:12:18
SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA (349755);Médico Hospitalar;Médio;190;187;66,67;77,78;70,00;88,89;84,62;93,75;89,47;92,86;81,82;80,00;75,00;100,00;201612;22/01/2017 02:12:18
SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA (351644);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SMS - ASSISTÊNCIA MÉDICA LTDA (311405);Médico Hospitalar;Pequeno;106;100;95,45;91,18;84,00;82,35;82,35;81,82;92,31;86,36;89,66;84,62;87,50;81,82;201612;22/01/2017 02:12:18
SMV SERVIÇOS MÉDICOS LTDA (349194);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;0,00;66,67;201612;22/01/2017 02:12:18
SOBAM CENTRO MÉDICO HOSPITALAR S.A. (326500);Médico Hospitalar;Grande;1;54;100,00;92,31;81,25;83,33;89,47;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL (315630);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
SOCIEDADE COOPERATIVA CRUZEIRO - OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA - EM LIQUIDAÇÃO EXTRAJUDICIAL (356107);Médico Hospitalar;Pequeno;1;126;100,00;50,00;0,00;0,00;;;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA (411809);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
SOCIEDADE ESPANHOLA DE BENEFICENCIA (306207);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;50,00;50,00;50,00;50,00;0,00;50,00;201612;22/01/2017 02:12:18
SOCIEDADE OPERÁRIA HUMANITÁRIA (330337);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201612;22/01/2017 02:12:18
SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
SOMPO SAÚDE SEGUROS S.A. (000477);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;97,22;97,44;97,56;100,00;97,37;96,15;96,00;95,00;201612;22/01/2017 02:12:18
S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493);Médico Hospitalar;Pequeno;1;126;100,00;50,00;33,33;0,00;0,00;100,00;100,00;100,00;;;;100,00;201612;22/01/2017 02:12:18
SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246);Médico Hospitalar;Grande;36;28;98,78;97,11;93,70;90,87;88,95;87,06;86,90;88,17;89,84;91,15;91,95;93,63;201612;22/01/2017 02:12:18
SUL AMÉRICA SERVIÇOS DE SAÚDE S.A. (416428);Médico Hospitalar;Grande;1;1;100,00;100,00;98,31;96,97;96,92;94,55;93,75;90,24;95,45;93,18;92,50;93,62;201612;22/01/2017 02:12:18
SULMED - ASSISTÊNCIA MÉDICA LTDA (338346);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL (316849);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;75,00;66,67;50,00;100,00;100,00;100,00;100,00;50,00;201612;22/01/2017 02:12:18
TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA (412759);Médico Hospitalar;Médio;158;144;96,77;94,44;92,50;86,84;89,74;81,48;90,91;86,96;92,59;92,31;89,47;95,24;201612;22/01/2017 02:12:18
TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;100,00;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
UNIAO DE CLINICAS RIO GRANDE LTDA (361852);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581);Médico Hospitalar;Médio;1;138;100,00;95,24;88,89;77,78;87,50;100,00;85,71;90,00;91,67;92,86;90,00;72,73;201612;22/01/2017 02:12:18
UNIÃO SAÚDE LTDA. (314609);Médico Hospitalar;Médio;195;193;50,00;66,67;75,00;100,00;33,33;25,00;57,14;83,33;100,00;50,00;50,00;50,00;201612;22/01/2017 02:12:18
UNIHOSP SAÚDE LTDA (385255);Médico Hospitalar;Médio;187;192;75,00;71,43;72,73;83,33;90,00;100,00;57,14;40,00;37,50;50,00;50,00;83,33;201612;22/01/2017 02:12:18
UNIHOSP SERVIÇOS DE SAÚDE EIRELI (412538);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;93,75;84,62;77,78;60,00;87,50;88,89;100,00;201612;22/01/2017 02:12:18
UNILIFE SAÚDE LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (413402);Médico Hospitalar;Médio;198;203;47,38;50,31;51,79;55,45;75,64;85,71;87,88;88,89;87,50;85,37;75,76;83,87;201612;22/01/2017 02:12:18
UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA. (306398);Médico Hospitalar;Grande;1;1;100,00;100,00;77,78;66,67;60,00;80,00;75,00;66,67;50,00;66,67;80,00;80,00;201612;22/01/2017 02:12:18
UNIMED AGRESTE MERIDIONAL - COOPERATIVA DE TRABALHO MEDICO LTDA (312649);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;50,00;33,33;33,33;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA (313955);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996);Médico Hospitalar;Pequeno;1;1;100,00;100,00;66,67;66,67;84,62;91,67;100,00;100,00;100,00;100,00;75,00;66,67;201612;22/01/2017 02:12:18
UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO (324159);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;100,00;201612;22/01/2017 02:12:18
UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;;201612;22/01/2017 02:12:18
UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (352519);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (306959);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO (345598);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO. (312347);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED ANDRADAS COOPERATIVA DE TRABALHO MÉDICO (352861);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201612;22/01/2017 02:12:18
UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO (322547);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082);Médico Hospitalar;Médio;190;193;66,67;66,67;66,67;100,00;;50,00;50,00;80,00;100,00;100,00;100,00;80,00;201612;22/01/2017 02:12:18
UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO LTDA. (354325);Médico Hospitalar;Pequeno;1;1;100,00;100,00;80,00;80,00;83,33;100,00;100,00;;;;;100,00;201612;22/01/2017 02:12:18
UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;88,89;85,71;66,67;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA. (331651);Médico Hospitalar;Médio;;;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO (343889);Médico Hospitalar;Grande;46;29;97,51;96,54;93,07;91,15;91,17;90,22;91,85;90,19;93,33;93,14;94,54;94,19;201612;22/01/2017 02:12:18
UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO (334561);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;66,67;100,00;75,00;201612;22/01/2017 02:12:18
UNIMED BOA VISTA COOPERATIVA DE TRABALHO MÉDICO (304158);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA. (323357);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO (346951);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA (367397);Médico Hospitalar;Médio;184;154;83,33;91,67;91,67;100,00;90,91;81,82;71,43;60,00;75,00;75,00;100,00;50,00;201612;22/01/2017 02:12:18
UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO (335690);Médico Hospitalar;Grande;61;59;93,75;91,30;91,04;89,23;90,74;83,08;85,25;86,57;91,38;91,80;87,50;86,11;201612;22/01/2017 02:12:18
UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO (367613);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO (312851);Médico Hospitalar;Grande;1;1;100,00;100,00;94,12;92,31;90,91;100,00;100,00;100,00;100,00;71,43;71,43;77,78;201612;22/01/2017 02:12:18
UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736);Médico Hospitalar;Pequeno;;126;;50,00;50,00;50,00;;;;;;;;;201612;22/01/2017 02:12:18
UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO (340952);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;95,00;85,00;75,00;83,33;201612;22/01/2017 02:12:18
UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;0,00;201612;22/01/2017 02:12:18
UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (414573);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE (354295);Médico Hospitalar;Médio;;;;;;;0,00;50,00;50,00;100,00;;;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA (345709);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;50,00;0,00;50,00;100,00;100,00;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO (324345);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;201612;22/01/2017 02:12:18
UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO (371106);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED COSTA VERDE RJ (311146);Médico Hospitalar;Pequeno;1;120;100,00;66,67;66,67;66,67;100,00;;50,00;50,00;50,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO (342084);Médico Hospitalar;Grande;48;41;97,37;94,74;87,50;84,00;86,67;89,29;92,00;90,63;82,14;84,85;80,95;85,19;201612;22/01/2017 02:12:18
UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS (304701);Médico Hospitalar;Grande;32;27;99,13;97,71;95,80;90,24;88,98;85,22;89,42;89,47;92,59;91,89;89,57;88,64;201612;22/01/2017 02:12:18
UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA. (330108);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA (348066);Médico Hospitalar;Pequeno;109;105;83,33;83,33;90,91;93,75;89,47;88,24;83,33;90,00;70,00;71,43;50,00;100,00;201612;22/01/2017 02:12:18
UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201612;22/01/2017 02:12:18
