Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/15;nov/15;out/15;set/15;ago/15;jul/15;jun/15;mai/15;abr/15;mar/15;fev/15;jan/15;Competência;Data de atualização
PORTO SEGURO - SEGURO SAÚDE S/A (000582);Médico Hospitalar;Grande;45;18;97,56;97,96;87,50;80,95;74,24;75,00;80,77;88,89;88,64;89,36;82,98;90,00;201512;22/01/2016 16:40:35
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA (417491);Médico Hospitalar;Médio;189;190;75,00;71,43;55,56;70,00;70,00;87,50;100,00;100,00;88,89;90,00;87,50;100,00;201512;22/01/2016 16:40:35
POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133);Médico Hospitalar;Grande;38;25;98,10;97,14;96,09;94,89;92,31;88,89;88,79;91,23;94,17;97,12;93,88;89,66;201512;22/01/2016 16:40:35
PREMIUM SAÚDE EIRELI - ME (417823);Médico Hospitalar;Pequeno;110;126;0,00;0,00;0,00;;;;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
PREV SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICA PRIVADA (414948);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA. (413267);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA (302147);Médico Hospitalar;Grande;1;15;100,00;98,33;98,15;94,64;95,31;95,31;98,55;97,33;94,59;92,75;87,76;90,70;201512;22/01/2016 16:40:35
PRO SALUTE SERVIÇOS PARA A SAÚDE LTDA. (369373);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;50,00;33,33;0,00;201512;22/01/2016 16:40:35
PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522);Médico Hospitalar;Pequeno;;1;;100,00;100,00;50,00;0,00;0,00;100,00;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
PROMED ASSISTENCIA MEDICA LTDA (348805);Médico Hospitalar;Grande;67;41;93,33;94,44;88,24;94,12;77,14;72,97;58,97;38,46;26,32;25,71;32,26;42,31;201512;22/01/2016 16:40:35
PROMED ASSISTÊNCIA MÉDICA LTDA (410632);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;87,50;88,89;75,00;85,71;60,00;80,00;75,00;100,00;80,00;201512;22/01/2016 16:40:35
PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861);Médico Hospitalar;Médio;155;136;96,67;93,75;93,88;95,74;100,00;96,30;96,00;96,97;100,00;100,00;100,00;96,97;201512;22/01/2016 16:40:35
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626);Médico Hospitalar;Pequeno;;126;;0,00;0,00;33,33;100,00;100,00;;;0,00;0,00;0,00;;201512;22/01/2016 16:40:35
PRONTOMED ASSISTÊNCIA MEDICA LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (403849);Médico Hospitalar;Pequeno;95;100;85,71;90,00;77,78;91,67;90,00;100,00;87,50;87,50;80,00;60,00;25,00;33,33;201512;22/01/2016 16:40:35
PRONTOMED NOVO HAMBURGO LTDA. (302490);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PRONTOMED PLANOS DE SAÚDE LTDA (301728);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;;;;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
PRONTOMEDICO PLANO DE ASSISTENCIA MEDICA LTDA (362182);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PULMONAR CLINICA DE PNEUMOLOGIA E CIRURG TORACICA LTDA. (403369);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
QUALLITY PRÓ SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (418170);Médico Hospitalar;Médio;1;134;100,00;95,65;94,12;90,00;100,00;100,00;100,00;100,00;87,50;87,50;85,71;85,71;201512;22/01/2016 16:40:35
RBS PARTICIPAÇÕES S/A (418862);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (331317);Médico Hospitalar;Médio;176;146;86,96;89,66;86,36;87,50;84,62;85,71;100,00;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
RN METROPOLITAN LTDA (414131);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;0,00;;100,00;100,00;201512;22/01/2016 16:40:35
SALUTAR SAÚDE SEGURADORA S.A. (000027);Médico Hospitalar;Médio;156;132;96,30;96,88;92,11;91,49;86,67;86,49;81,58;76,09;81,36;86,36;91,43;88,00;201512;22/01/2016 16:40:35
SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A. (309192);Médico Hospitalar;Médio;167;137;90,00;92,86;93,75;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A (335614);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SAMEL PLANO DE SAÚDE LTDA (367095);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;;0,00;0,00;0,00;;;;;201512;22/01/2016 16:40:35
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA (340162);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;80,00;80,00;80,00;100,00;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA (343676);Médico Hospitalar;Pequeno;106;118;50,00;57,14;42,86;62,50;80,00;100,00;100,00;100,00;100,00;66,67;75,00;75,00;201512;22/01/2016 16:40:35
SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA LTDA. (342033);Médico Hospitalar;Grande;1;27;100,00;96,77;96,15;96,15;100,00;100,00;100,00;100,00;100,00;93,55;88,57;82,86;201512;22/01/2016 16:40:35
SAMP MINAS ASSISTÊNCIA MÉDICA LTDA. (346471);Médico Hospitalar;Médio;1;1;100,00;100,00;90,00;75,00;71,43;75,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SANAMED - SAÚDE SANTO ANTONIO LTDA (384585);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICORDIA DE BARRA MANSA (338214);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICÓRDIA DE BARRETOS (390178);Médico Hospitalar;Médio;;;;;;;;;;;;;100,00;100,00;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICORDIA DE ITABUNA (372404);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA (342807);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICORDIA DE PONTA GROSSA (419338);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA (345091);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;;;;;;;;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264);Médico Hospitalar;Pequeno;1;1;100,00;100,00;75,00;80,00;50,00;66,67;50,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA (330116);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097);Médico Hospitalar;Grande;72;59;90,00;91,18;92,31;96,08;91,30;89,80;87,80;92,86;94,44;97,06;100,00;95,65;201512;22/01/2016 16:40:35
SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201512;22/01/2016 16:40:35
SANTA RITA SAUDE S/A. (348180);Médico Hospitalar;Médio;174;159;87,50;85,71;66,67;66,67;87,50;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SANTA RITA SISTEMA DE SAUDE LTDA (413194);Médico Hospitalar;Pequeno;100;106;77,78;80,00;75,00;75,00;100,00;100,00;100,00;100,00;100,00;90,91;90,00;87,50;201512;22/01/2016 16:40:35
SANTAMÁLIA SAÚDE S.A. (339245);Médico Hospitalar;Grande;63;46;95,45;93,67;89,86;87,72;88,24;83,72;78,95;71,88;78,13;85,71;83,33;76,00;201512;22/01/2016 16:40:35
SANTAMED SERVIÇOS MÉDICOS E HOSPITALARES LTDA. (413071);Médico Hospitalar;Pequeno;;126;;0,00;0,00;0,00;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA. (400190);Médico Hospitalar;Médio;165;165;91,18;84,78;87,50;84,78;90,70;87,80;90,38;83,56;84,15;79,52;83,78;83,82;201512;22/01/2016 16:40:35
SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA (403962);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;75,00;201512;22/01/2016 16:40:35
SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA (302091);Médico Hospitalar;Grande;1;20;100,00;97,67;97,67;95,65;97,62;95,45;94,29;90,32;93,10;94,12;96,55;96,97;201512;22/01/2016 16:40:35
SÃO LUCAS SAÚDE S/A (344362);Médico Hospitalar;Médio;1;1;100,00;100,00;88,89;75,00;78,57;85,71;88,24;78,57;63,64;72,73;88,89;100,00;201512;22/01/2016 16:40:35
SAO PAULO TRANSPORTE S.A. (381799);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES (410047);Médico Hospitalar;Médio;1;1;100,00;100,00;66,67;80,00;85,71;100,00;100,00;100,00;85,71;75,00;66,67;80,00;201512;22/01/2016 16:40:35
SAÚDE BRB - CAIXA DE ASSISTÊNCIA  (414310);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;100,00;201512;22/01/2016 16:40:35
SAUDE CASSEB ASSISTENCIA MEDICA LTDA (418781);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SAUDE PAS - MEDICINA E ODONTO (409243);Médico Hospitalar;Médio;1;;100,00;;;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
SAÚDE SANTA TEREZA LTDA. (414930);Médico Hospitalar;Médio;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;201512;22/01/2016 16:40:35
SAÚDE SIM LTDA (320111);Médico Hospitalar;Médio;169;152;89,47;87,50;89,71;91,07;94,12;88,46;89,47;76,92;79,35;79,34;80,28;81,48;201512;22/01/2016 16:40:35
SB SAÚDE LTDA SOCIEDADE SIMPLES (360465);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SBC SAÚDE LTDA. (412058);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SEISA SERVIÇOS INTEGRADOS DE SAÚDE LTDA. (338362);Médico Hospitalar;Grande;1;1;100,00;100,00;98,65;96,83;93,48;94,87;96,88;88,46;87,10;88,57;96,77;88,24;201512;22/01/2016 16:40:35
SEPACO AUTOGESTÃO (416967);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;80,00;75,00;100,00;100,00;201512;22/01/2016 16:40:35
SEPACO SAÚDE LTDA (407224);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;66,67;66,67;66,67;201512;22/01/2016 16:40:35
SERDIL- SERVIÇO ESPECIALIZADO EM RADIODIAGNÓSTICO LTDA. (415006);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SERMED-SAÚDE LTDA. (303739);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A. (306649);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;;;0,00;0,00;0,00;;100,00;201512;22/01/2016 16:40:35
SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;80,00;85,71;83,33;100,00;100,00;100,00;;100,00;201512;22/01/2016 16:40:35
SERVMED SAÚDE LTDA (326356);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
SIM - CAIXA DE ASSISTÊNCIA À SAÚDE (356476);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
SINDICATO RURAL DE ALEGRETE (403814);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL (361011);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SISTEMA TOTAL DE SAÚDE LTDA. (402001);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201512;22/01/2016 16:40:35
SISTEMAS E PLANOS DE SAÚDE LTDA. (352586);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;83,33;88,89;90,00;100,00;100,00;75,00;201512;22/01/2016 16:40:35
SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA (349755);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;93,33;92,31;92,31;100,00;92,31;90,91;91,67;100,00;100,00;201512;22/01/2016 16:40:35
SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA (351644);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
SMS - ASSISTÊNCIA MÉDICA LTDA (311405);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;94,12;87,50;81,11;82,98;201512;22/01/2016 16:40:35
SMV SERVIÇOS MÉDICOS LTDA (349194);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;66,67;66,67;0,00;100,00;100,00;75,00;66,67;66,67;201512;22/01/2016 16:40:35
SOBAM CENTRO MÉDICO HOSPITALAR S.A. (326500);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;93,75;94,12;94,44;100,00;100,00;100,00;100,00;90,00;87,50;201512;22/01/2016 16:40:35
SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL (315630);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;0,00;50,00;50,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898);Médico Hospitalar;Pequeno;;;;;;;;0,00;0,00;0,00;0,00;0,00;;;201512;22/01/2016 16:40:35
SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;0,00;0,00;0,00;;;;;;0,00;201512;22/01/2016 16:40:35
SOCIEDADE BENEFICENTE UNIÃO OPERÁRIA DE ARARAQUARA (343811);Médico Hospitalar;Pequeno;;;;;;;;;;;;;0,00;0,00;201512;22/01/2016 16:40:35
SOCIEDADE COOPERATIVA CRUZEIRO - OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA - EM LIQUIDAÇÃO EXTRAJUDICIAL (356107);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA (411809);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
SOCIEDADE ESPANHOLA DE BENEFICENCIA (306207);Médico Hospitalar;Pequeno;107;122;33,33;33,33;0,00;;;;;;;;;;201512;22/01/2016 16:40:35
SOCIEDADE OPERÁRIA HUMANITÁRIA (330337);Médico Hospitalar;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201512;22/01/2016 16:40:35
SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201512;22/01/2016 16:40:35
SOMPO SAÚDE SEGUROS S.A. (000477);Médico Hospitalar;Grande;1;28;100,00;96,67;95,00;93,62;93,62;93,48;95,92;95,35;96,77;95,45;100,00;95,56;201512;22/01/2016 16:40:35
S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201512;22/01/2016 16:40:35
SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246);Médico Hospitalar;Grande;41;26;97,77;96,94;94,95;95,02;92,99;90,35;86,63;84,90;83,71;85,20;85,02;89,02;201512;22/01/2016 16:40:35
SUL AMÉRICA SERVIÇOS DE SAÚDE S.A. (416428);Médico Hospitalar;Grande;43;30;97,62;96,43;92,73;90,91;85,71;86,27;87,50;89,29;78,95;69,44;73,33;81,08;201512;22/01/2016 16:40:35
SULASAÚDE PARTICIPAÇÕES S.A. (005622);Médico Hospitalar;X;1;1;100,00;100,00;96,88;97,14;94,59;86,11;80,56;87,23;87,80;92,50;82,61;93,75;201512;22/01/2016 16:40:35
SULMED - ASSISTÊNCIA MÉDICA LTDA (338346);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL (316849);Médico Hospitalar;Pequeno;1;1;100,00;100,00;66,67;66,67;50,00;66,67;50,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA (412759);Médico Hospitalar;Médio;160;133;94,74;96,30;95,83;100,00;100,00;89,66;80,00;81,25;86,67;91,18;91,67;88,24;201512;22/01/2016 16:40:35
TMD FRICTION DO BRASIL S/A (349844);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
UNIAO DE CLINICAS RIO GRANDE LTDA (361852);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;80,00;85,71;100,00;100,00;201512;22/01/2016 16:40:35
UNIÃO SAÚDE LTDA. (314609);Médico Hospitalar;Médio;1;1;100,00;100,00;60,00;33,33;60,00;100,00;66,67;33,33;33,33;50,00;100,00;100,00;201512;22/01/2016 16:40:35
UNIHOSP SAÚDE LTDA (385255);Médico Hospitalar;Médio;1;197;100,00;66,67;33,33;66,67;85,71;85,71;100,00;100,00;100,00;100,00;88,89;88,89;201512;22/01/2016 16:40:35
UNIHOSP SERVIÇOS DE SAÚDE EIRELI (412538);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;91,67;81,82;77,78;80,00;100,00;92,31;92,31;83,33;201512;22/01/2016 16:40:35
UNILIFE SAÚDE LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (413402);Médico Hospitalar;Médio;170;181;89,29;78,05;76,09;78,05;90,91;93,33;95,83;95,24;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA. (306398);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;88,89;88,89;75,00;57,14;28,57;50,00;66,67;88,89;100,00;201512;22/01/2016 16:40:35
UNIMED AGRESTE MERIDIONAL - COOPERATIVA DE TRABALHO MEDICO LTDA (312649);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
UNIMED ALEGRETE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (349739);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA (313955);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996);Médico Hospitalar;Pequeno;97;102;80,00;85,71;66,67;57,14;33,33;60,00;50,00;100,00;;;0,00;50,00;201512;22/01/2016 16:40:35
UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO (324159);Médico Hospitalar;Médio;1;1;100,00;100,00;;0,00;0,00;0,00;;;;;;;201512;22/01/2016 16:40:35
UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684);Médico Hospitalar;Pequeno;110;126;0,00;0,00;0,00;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (352519);Médico Hospitalar;Pequeno;110;126;0,00;0,00;0,00;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (306959);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561);Médico Hospitalar;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201512;22/01/2016 16:40:35
UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO (345598);Médico Hospitalar;Médio;;;;;;;;;50,00;50,00;66,67;100,00;100,00;;201512;22/01/2016 16:40:35
UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO. (312347);Médico Hospitalar;Médio;1;1;100,00;100,00;77,78;62,50;66,67;12,50;20,00;30,77;70,00;81,82;81,82;70,00;201512;22/01/2016 16:40:35
UNIMED ANDRADAS COOPERATIVA DE TRABALHO MÉDICO (352861);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO (322547);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;201512;22/01/2016 16:40:35
UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;75,00;66,67;50,00;;;100,00;100,00;201512;22/01/2016 16:40:35
UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;;;;;;;201512;22/01/2016 16:40:35
UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO LTDA. (354325);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;50,00;50,00;100,00;100,00;201512;22/01/2016 16:40:35
UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;90,91;88,89;90,91;201512;22/01/2016 16:40:35
UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA. (331651);Médico Hospitalar;Médio;;;;;;;;;;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201512;22/01/2016 16:40:35
UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO (343889);Médico Hospitalar;Grande;60;57;96,02;91,38;91,03;91,56;94,47;91,82;91,54;91,67;93,06;94,29;94,51;94,03;201512;22/01/2016 16:40:35
UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO (334561);Médico Hospitalar;Grande;1;73;100,00;85,71;85,71;85,71;100,00;100,00;100,00;100,00;100,00;85,71;83,33;88,89;201512;22/01/2016 16:40:35
UNIMED BOA VISTA COOPERATIVA DE TRABALHO MÉDICO (304158);Médico Hospitalar;Médio;1;1;100,00;100,00;50,00;50,00;0,00;0,00;66,67;100,00;100,00;100,00;100,00;33,33;201512;22/01/2016 16:40:35
