Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;jan/17;Competência;Data de atualização
SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A. (309192);Médico Hospitalar;Médio;121;112;96,88;95,12;97,44;95,74;93,48;90,00;90,00;91,67;96,15;96,30;96,55;92,59;201712;05/02/2018 11:09:28
SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A (335614);Médico Hospitalar;Pequeno;1;124;100,00;75,00;66,67;71,43;85,71;100,00;100,00;80,00;66,67;60,00;50,00;100,00;201712;05/02/2018 11:09:28
SAMEL PLANO DE SAÚDE LTDA (367095);Médico Hospitalar;Médio;1;1;100,00;100,00;;;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA (340162);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;;100,00;201712;05/02/2018 11:09:28
SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA (343676);Médico Hospitalar;Pequeno;118;117;77,78;81,82;55,56;75,00;72,73;54,55;37,50;42,86;60,00;77,78;77,78;83,33;201712;05/02/2018 11:09:28
SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA LTDA. (342033);Médico Hospitalar;Grande;1;36;100,00;92,86;89,66;84,00;85,71;84,00;89,29;85,71;89,29;87,50;94,74;95,00;201712;05/02/2018 11:09:28
SAMP MINAS ASSISTÊNCIA MÉDICA LTDA. (346471);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA (342807);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;50,00;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICORDIA DE PONTA GROSSA (419338);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA (345091);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;;;;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;0,00;0,00;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA (330116);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;0,00;0,00;0,00;;;;;;201712;05/02/2018 11:09:28
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SANTA CASA DE SAÚDE - SCS (420085);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;66,67;66,67;66,67;100,00;;;;;201712;05/02/2018 11:09:28
SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097);Médico Hospitalar;Grande;22;19;96,30;95,95;97,18;98,41;98,57;96,51;98,20;96,85;98,47;95,49;96,23;93,02;201712;05/02/2018 11:09:28
SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;50,00;66,67;66,67;100,00;100,00;201712;05/02/2018 11:09:28
SANTA RITA SAUDE S/A. (348180);Médico Hospitalar;Médio;1;1;100,00;100,00;85,71;85,71;75,00;100,00;100,00;100,00;88,89;88,89;85,71;100,00;201712;05/02/2018 11:09:28
SANTA RITA SISTEMA DE SAUDE LTDA (413194);Médico Hospitalar;Médio;188;174;68,75;78,95;71,43;75,00;78,57;93,33;93,75;75,00;68,42;58,82;72,73;77,78;201712;05/02/2018 11:09:28
SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA. (400190);Médico Hospitalar;Médio;150;134;89,29;89,29;86,96;78,57;79,31;76,47;78,79;75,76;65,79;65,79;73,17;77,27;201712;05/02/2018 11:09:28
SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA (403962);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;71,43;66,67;60,00;100,00;100,00;100,00;100,00;60,00;60,00;201712;05/02/2018 11:09:28
SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA (302091);Médico Hospitalar;Grande;51;38;91,95;92,55;92,52;92,11;91,45;93,48;96,20;92,39;90,48;88,37;92,42;92,54;201712;05/02/2018 11:09:28
SÃO LUCAS SAÚDE S/A (344362);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SAO PAULO TRANSPORTE S.A. (381799);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;;;;201712;05/02/2018 11:09:28
SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES (410047);Médico Hospitalar;Médio;1;1;100,00;100,00;94,44;94,74;87,50;81,82;71,43;88,89;87,50;90,91;83,33;85,71;201712;05/02/2018 11:09:28
SAÚDE BRB - CAIXA DE ASSISTÊNCIA  (414310);Médico Hospitalar;Pequeno;1;;100,00;;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SAUDE CASSEB ASSISTENCIA MEDICA LTDA (418781);Médico Hospitalar;Pequeno;132;1;50,00;100,00;33,33;0,00;0,00;100,00;50,00;66,67;33,33;50,00;0,00;0,00;201712;05/02/2018 11:09:28
SAUDE PAS - MEDICINA E ODONTO (409243);Médico Hospitalar;Médio;1;;100,00;;100,00;33,33;33,33;0,00;;0,00;0,00;0,00;0,00;0,00;201712;05/02/2018 11:09:28
SAÚDE SANTA TEREZA LTDA. (414930);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;66,67;66,67;50,00;100,00;100,00;100,00;;50,00;201712;05/02/2018 11:09:28
SAÚDE SIM LTDA (320111);Médico Hospitalar;Médio;149;140;89,36;88,46;86,36;93,94;96,77;100,00;100,00;96,30;90,91;90,32;91,67;87,93;201712;05/02/2018 11:09:28
SBC SAÚDE LTDA. (412058);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SEPACO SAÚDE LTDA (407224);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
SERMED-SAÚDE LTDA. (303739);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;50,00;50,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A. (306649);Médico Hospitalar;Médio;1;;100,00;;100,00;100,00;66,67;66,67;50,00;100,00;;;;;201712;05/02/2018 11:09:28
SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;90,00;75,00;66,67;100,00;100,00;201712;05/02/2018 11:09:28
SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO (420077);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;66,67;66,67;60,00;100,00;;;201712;05/02/2018 11:09:28
SERVMED SAÚDE LTDA (326356);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;;;;;;201712;05/02/2018 11:09:28
SIM - CAIXA DE ASSISTÊNCIA À SAÚDE (356476);Médico Hospitalar;Médio;199;198;50,00;50,00;66,67;100,00;100,00;0,00;0,00;0,00;0,00;50,00;100,00;100,00;201712;05/02/2018 11:09:28
SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL (361011);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;50,00;0,00;66,67;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SISTEMA TOTAL DE SAÚDE LTDA. (402001);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
SISTEMAS E PLANOS DE SAÚDE LTDA. (352586);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;66,67;66,67;80,00;60,00;201712;05/02/2018 11:09:28
SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA (349755);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;33,33;60,00;66,67;80,00;201712;05/02/2018 11:09:28
SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA (351644);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SMS - ASSISTÊNCIA MÉDICA LTDA (311405);Médico Hospitalar;Pequeno;131;128;62,50;71,43;100,00;93,75;82,61;90,24;83,64;82,86;66,67;62,50;56,96;62,50;201712;05/02/2018 11:09:28
SMV SERVIÇOS MÉDICOS LTDA (349194);Médico Hospitalar;Médio;199;206;50,00;0,00;50,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;0,00;100,00;201712;05/02/2018 11:09:28
SOBAM CENTRO MÉDICO HOSPITALAR S.A. (326500);Médico Hospitalar;Grande;64;1;86,67;100,00;100,00;91,67;88,89;75,00;85,71;84,62;92,31;91,67;87,50;83,33;201712;05/02/2018 11:09:28
SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL (315630);Médico Hospitalar;Pequeno;132;140;50,00;60,00;75,00;80,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA (411809);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
SOCIEDADE ESPANHOLA DE BENEFICENCIA (306207);Médico Hospitalar;Pequeno;;150;;0,00;0,00;0,00;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
SOCIEDADE OPERÁRIA HUMANITÁRIA (330337);Médico Hospitalar;Pequeno;132;1;50,00;100,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;0,00;201712;05/02/2018 11:09:28
SOMPO SAÚDE SEGUROS S.A. (000477);Médico Hospitalar;Grande;25;17;95,65;96,00;95,83;95,45;95,56;91,67;96,00;94,55;98,15;95,24;97,37;89,47;201712;05/02/2018 11:09:28
S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246);Médico Hospitalar;Grande;42;46;92,97;90,97;91,18;90,32;89,26;88,63;88,82;90,13;90,82;90,58;91,13;91,40;201712;05/02/2018 11:09:28
SUL AMÉRICA SERVIÇOS DE SAÚDE S.A. (416428);Médico Hospitalar;Grande;39;51;93,33;90,67;90,48;90,00;90,70;89,74;93,59;93,51;94,92;93,48;100,00;91,30;201712;05/02/2018 11:09:28
SULMED - ASSISTÊNCIA MÉDICA LTDA (338346);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL (316849);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;;100,00;100,00;201712;05/02/2018 11:09:28
TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA (412759);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;95,24;91,30;92,00;90,91;87,18;82,05;79,31;87,10;201712;05/02/2018 11:09:28
TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;100,00;201712;05/02/2018 11:09:28
UNIAO DE CLINICAS RIO GRANDE LTDA (361852);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;100,00;201712;05/02/2018 11:09:28
UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581);Médico Hospitalar;Médio;137;120;91,67;92,00;84,62;90,91;94,59;100,00;100,00;100,00;95,24;86,96;88,89;92,86;201712;05/02/2018 11:09:28
UNIÃO SAÚDE LTDA. (314609);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;85,71;85,71;85,71;50,00;25,00;201712;05/02/2018 11:09:28
UNIHOSP SAÚDE LTDA (385255);Médico Hospitalar;Pequeno;109;129;84,62;70,59;78,13;77,08;78,31;76,99;78,22;80,65;85,71;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIHOSP SERVIÇOS DE SAÚDE EIRELI (412538);Médico Hospitalar;Médio;171;162;81,82;81,82;86,67;93,75;93,75;80,95;85,00;85,71;100,00;88,89;85,71;84,21;201712;05/02/2018 11:09:28
UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA. (306398);Médico Hospitalar;Grande;44;48;92,86;90,91;100,00;66,67;50,00;40,00;57,14;50,00;66,67;66,67;100,00;66,67;201712;05/02/2018 11:09:28
UNIMED AGRESTE MERIDIONAL - COOPERATIVA DE TRABALHO MEDICO LTDA (312649);Médico Hospitalar;X;1;1;87,50;81,82;80,00;83,33;60,00;60,00;71,43;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA (313955);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO (324159);Médico Hospitalar;Pequeno;1;142;100,00;50,00;50,00;50,00;;;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;0,00;0,00;0,00;201712;05/02/2018 11:09:28
UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (352519);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;0,00;201712;05/02/2018 11:09:28
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261);Médico Hospitalar;Pequeno;;1;;100,00;100,00;66,67;50,00;50,00;;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (306959);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO (345598);Médico Hospitalar;Médio;;;;;;;;;;0,00;0,00;33,33;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO. (312347);Médico Hospitalar;Médio;189;198;66,67;50,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ANDRADAS COOPERATIVA DE TRABALHO MÉDICO (352861);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO (322547);Médico Hospitalar;Médio;164;136;86,11;88,89;87,18;88,89;78,95;77,78;82,61;85,71;90,91;80,00;66,67;66,67;201712;05/02/2018 11:09:28
UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082);Médico Hospitalar;Médio;1;165;100,00;80,00;75,00;85,71;100,00;100,00;100,00;100,00;83,33;80,00;75,00;100,00;201712;05/02/2018 11:09:28
UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096);Médico Hospitalar;Médio;1;;100,00;;;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO LTDA. (354325);Médico Hospitalar;Pequeno;142;150;0,00;0,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215);Médico Hospitalar;Pequeno;104;109;92,31;90,91;100,00;100,00;100,00;85,71;83,33;83,33;100,00;;80,00;80,00;201712;05/02/2018 11:09:28
UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA. (331651);Médico Hospitalar;Médio;1;;100,00;;;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;100,00;100,00;75,00;75,00;50,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468);Médico Hospitalar;Pequeno;132;131;50,00;66,67;100,00;100,00;100,00;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO (343889);Médico Hospitalar;Grande;26;31;95,45;93,26;91,82;92,80;96,12;96,54;95,63;94,17;92,61;90,38;89,43;89,96;201712;05/02/2018 11:09:28
UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO (334561);Médico Hospitalar;Grande;1;1;100,00;100,00;66,67;80,00;83,33;100,00;66,67;87,50;92,31;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED BOA VISTA COOPERATIVA DE TRABALHO MÉDICO (304158);Médico Hospitalar;Pequeno;;;;;;;;;;;;66,67;75,00;83,33;201712;05/02/2018 11:09:28
UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA. (323357);Médico Hospitalar;Pequeno;124;131;66,67;66,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;50,00;201712;05/02/2018 11:09:28
UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO (346951);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA (367397);Médico Hospitalar;Médio;165;165;83,33;80,00;80,00;83,33;80,00;83,33;100,00;100,00;100,00;100,00;88,89;80,00;201712;05/02/2018 11:09:28
UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO (335690);Médico Hospitalar;Grande;56;63;90,20;86,79;93,88;85,71;89,29;86,89;90,16;86,36;88,89;90,00;89,58;89,58;201712;05/02/2018 11:09:28
UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO (367613);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO (312851);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;88,24;81,25;78,57;92,86;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO (340952);Médico Hospitalar;Médio;157;115;87,50;94,74;85,71;88,24;75,00;86,36;90,91;100,00;100,00;95,65;90,91;90,48;201712;05/02/2018 11:09:28
UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (414573);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE (354295);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;;;;;;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA (345709);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;;;100,00;201712;05/02/2018 11:09:28
UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO (324345);Médico Hospitalar;Médio;165;198;83,33;50,00;66,67;50,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO (371106);Médico Hospitalar;Médio;;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED COSTA VERDE RJ (311146);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;0,00;50,00;50,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO (342084);Médico Hospitalar;Grande;58;44;88,89;91,30;90,70;96,00;78,57;75,00;74,42;77,78;82,35;87,10;92,86;96,88;201712;05/02/2018 11:09:28
UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS (304701);Médico Hospitalar;Grande;69;68;84,62;83,62;85,12;85,92;87,59;86,00;88,74;91,08;90,85;87,68;83,64;84,78;201712;05/02/2018 11:09:28
UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA. (330108);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;0,00;50,00;201712;05/02/2018 11:09:28
UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA (348066);Médico Hospitalar;Pequeno;117;127;78,57;72,73;66,67;75,00;71,43;100,00;100,00;85,71;85,71;87,50;92,86;100,00;201712;05/02/2018 11:09:28
UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO (303844);Médico Hospitalar;Pequeno;1;1;100,00;100,00;50,00;50,00;50,00;50,00;;;;;;100,00;201712;05/02/2018 11:09:28
UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO (369411);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO (364312);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;201712;05/02/2018 11:09:28
UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MÉDICO (358169);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO (300713);Médico Hospitalar;Médio;1;;100,00;;;;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO (304123);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT. (330264);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;50,00;66,67;50,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO (347108);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201712;05/02/2018 11:09:28
UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO (313149);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
