Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/18;nov/18;out/18;set/18;ago/18;jul/18;jun/18;mai/18;abr/18;mar/18;fev/18;jan/18;Competência;Data de atualização
SAMEL PLANO DE SAÚDE LTDA (367095);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201812;16/01/2019 04:17:13
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA (340162);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;0,00;50,00;50,00;100,00;;;;;;201812;16/01/2019 04:17:13
SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA (343676);Médico Hospitalar;Pequeno;134;143;50,00;50,00;33,33;33,33;40,00;16,67;50,00;71,43;92,31;91,67;80,00;90,00;201812;16/01/2019 04:17:13
SAMP ESPÍRITO SANTO ASSISTÊNCIA MÉDICA LTDA. (342033);Médico Hospitalar;Grande;69;53;84,21;92,11;91,84;97,73;94,59;97,22;92,50;93,55;92,31;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SAMP MINAS ASSISTÊNCIA MÉDICA LTDA. (346471);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;75,00;87,50;71,43;80,00;66,67;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI (408522);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;;;;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA (342807);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;85,71;88,89;75,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICORDIA DE PONTA GROSSA (419338);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;;;;;;;100,00;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA (345091);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA (330116);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SANTA CASA DE SAÚDE - SCS (420085);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;66,67;50,00;50,00;100,00;100,00;100,00;66,67;75,00;80,00;201812;16/01/2019 04:17:13
SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097);Médico Hospitalar;Grande;38;42;95,40;94,62;94,06;93,10;96,74;96,39;95,65;94,57;94,68;92,59;92,68;92,50;201812;16/01/2019 04:17:13
SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509);Médico Hospitalar;Pequeno;124;128;83,33;88,89;85,71;90,91;87,50;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SANTA RITA SAUDE S/A. (348180);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;88,89;81,82;81,82;92,86;100,00;91,67;87,50;201812;16/01/2019 04:17:13
SANTA RITA SISTEMA DE SAUDE LTDA (413194);Médico Hospitalar;Médio;157;158;93,55;92,50;90,00;88,46;91,67;92,59;100,00;89,29;87,88;83,33;81,82;77,42;201812;16/01/2019 04:17:13
SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA. (400190);Médico Hospitalar;Médio;158;151;92,31;94,12;100,00;100,00;100,00;100,00;95,24;90,00;82,76;77,42;72,00;78,26;201812;16/01/2019 04:17:13
SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA (319180);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA (403962);Médico Hospitalar;Médio;178;179;80,00;83,33;60,00;75,00;40,00;60,00;40,00;50,00;60,00;75,00;100,00;100,00;201812;16/01/2019 04:17:13
SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA (302091);Médico Hospitalar;Grande;1;1;100,00;100,00;98,29;96,88;94,74;93,62;87,74;84,85;82,80;89,41;91,36;91,95;201812;16/01/2019 04:17:13
SÃO LUCAS SAÚDE S/A (344362);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;87,50;85,71;85,71;100,00;85,71;83,33;80,00;201812;16/01/2019 04:17:13
SAO PAULO TRANSPORTE S.A. (381799);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES (410047);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;88,89;90,00;92,86;100,00;100,00;92,31;88,89;87,50;100,00;201812;16/01/2019 04:17:13
SAÚDE BRB - CAIXA DE ASSISTÊNCIA  (414310);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;201812;16/01/2019 04:17:13
SAUDE CASSEB ASSISTENCIA MEDICA LTDA (418781);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;76,92;76,92;50,00;33,33;0,00;25,00;50,00;33,33;0,00;201812;16/01/2019 04:17:13
SAUDE PAS - MEDICINA E ODONTO (409243);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SAÚDE SANTA TEREZA LTDA. (414930);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
SAÚDE SIM LTDA (320111);Médico Hospitalar;Médio;1;142;100,00;98,08;98,15;97,30;96,67;92,59;78,57;79,31;79,31;92,86;95,35;94,44;201812;16/01/2019 04:17:13
SBC SAÚDE LTDA. (412058);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201812;16/01/2019 04:17:13
SEPACO SAÚDE LTDA (407224);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201812;16/01/2019 04:17:13
SERMED-SAÚDE LTDA. (303739);Médico Hospitalar;Médio;1;196;100,00;66,67;50,00;66,67;100,00;100,00;;;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A. (306649);Médico Hospitalar;Médio;1;1;100,00;100,00;66,67;66,67;66,67;100,00;75,00;80,00;80,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474);Médico Hospitalar;Médio;182;184;75,00;80,00;100,00;100,00;100,00;100,00;66,67;80,00;80,00;100,00;;100,00;201812;16/01/2019 04:17:13
SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO (420077);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;87,50;90,91;88,89;100,00;87,50;80,00;66,67;100,00;100,00;201812;16/01/2019 04:17:13
SIM - CAIXA DE ASSISTÊNCIA À SAÚDE (356476);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL (361011);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SISTEMA TOTAL DE SAÚDE LTDA. (402001);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
SISTEMAS E PLANOS DE SAÚDE LTDA. (352586);Médico Hospitalar;Médio;160;159;91,67;92,31;92,31;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SMEDSJ - SERVIÇOS MÉDICOS SÃO JOSE LTDA (349755);Médico Hospitalar;Pequeno;124;131;83,33;86,67;86,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
SMS - ASSISTÊNCIA MÉDICA LTDA (311405);Médico Hospitalar;Pequeno;126;132;78,57;86,21;83,87;86,67;80,00;90,48;82,93;84,06;81,82;85,71;77,78;70,00;201812;16/01/2019 04:17:13
SMV SERVIÇOS MÉDICOS LTDA (349194);Médico Hospitalar;Médio;1;1;100,00;100,00;;;;100,00;100,00;100,00;100,00;0,00;50,00;50,00;201812;16/01/2019 04:17:13
SOBAM CENTRO MÉDICO HOSPITALAR S.A. (326500);Médico Hospitalar;Grande;1;1;100,00;100,00;94,44;85,71;85,71;94,74;100,00;96,43;92,00;77,78;60,00;61,54;201812;16/01/2019 04:17:13
SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL (315630);Médico Hospitalar;Pequeno;129;143;66,67;50,00;42,86;50,00;66,67;57,14;57,14;42,86;50,00;33,33;25,00;16,67;201812;16/01/2019 04:17:13
SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SOCIEDADE BENEFICENTE DEZOITO DE JULHO (413721);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA (411809);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SOCIEDADE PORTUGUESA DE BENEFICÊNCIA (413372);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
SOMPO SAÚDE SEGUROS S.A. (000477);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;90,32;87,88;80,65;90,63;92,86;92,86;90,00;91,43;94,74;201812;16/01/2019 04:17:13
S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493);Médico Hospitalar;Pequeno;;;;;100,00;50,00;66,67;66,67;100,00;100,00;100,00;;;100,00;201812;16/01/2019 04:17:13
SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246);Médico Hospitalar;Grande;42;37;95,09;95,26;93,66;92,40;90,63;90,07;88,42;89,35;89,24;90,46;90,50;90,28;201812;16/01/2019 04:17:13
SUL AMÉRICA SERVIÇOS DE SAÚDE S.A. (416428);Médico Hospitalar;Grande;43;44;95,08;94,12;93,90;95,12;95,24;90,82;88,39;85,34;86,46;85,90;89,19;89,33;201812;16/01/2019 04:17:13
SULMED - ASSISTÊNCIA MÉDICA LTDA (338346);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL (316849);Médico Hospitalar;Pequeno;129;;66,67;;100,00;100,00;100,00;100,00;100,00;;;0,00;50,00;50,00;201812;16/01/2019 04:17:13
TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA (412759);Médico Hospitalar;Pequeno;115;122;95,00;95,00;94,44;94,74;95,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIAO DE CLINICAS RIO GRANDE LTDA (361852);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581);Médico Hospitalar;Médio;154;147;94,44;95,65;95,45;91,67;95,83;89,47;90,00;90,00;95,65;96,55;86,67;87,88;201812;16/01/2019 04:17:13
UNIÃO SAÚDE LTDA. (314609);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;66,67;80,00;85,71;71,43;77,78;66,67;85,71;87,50;201812;16/01/2019 04:17:13
UNIHOSP SAÚDE LTDA (385255);Médico Hospitalar;Médio;161;157;90,91;92,86;100,00;100,00;100,00;100,00;78,57;82,61;82,61;90,48;91,67;90,00;201812;16/01/2019 04:17:13
UNIHOSP SERVIÇOS DE SAÚDE EIRELI (412538);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;92,86;93,33;93,33;91,67;82,35;82,35;88,24;100,00;90,91;201812;16/01/2019 04:17:13
UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA. (306398);Médico Hospitalar;Grande;;1;;100,00;83,33;75,00;66,67;50,00;60,00;66,67;100,00;100,00;100,00;92,86;201812;16/01/2019 04:17:13
UNIMED ALEM PARAIBA COOPERATIVA DE TRABALHO MEDICO LTDA (313955);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;80,00;75,00;75,00;100,00;100,00;80,00;66,67;75,00;201812;16/01/2019 04:17:13
UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO (324159);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA. (343684);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (352519);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (348261);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;;;;;;;;201812;16/01/2019 04:17:13
UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (306959);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO (345598);Médico Hospitalar;Médio;203;210;0,00;0,00;0,00;100,00;100,00;100,00;100,00;100,00;;;;;201812;16/01/2019 04:17:13
UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO. (312347);Médico Hospitalar;Médio;1;1;100,00;100,00;87,50;80,00;80,00;100,00;66,67;50,00;60,00;80,00;100,00;75,00;201812;16/01/2019 04:17:13
UNIMED ANDRADAS COOPERATIVA DE TRABALHO MÉDICO (352861);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201812;16/01/2019 04:17:13
UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO (322547);Médico Hospitalar;Pequeno;1;134;100,00;83,33;90,00;95,45;83,33;81,69;77,78;86,05;93,75;91,43;87,50;82,76;201812;16/01/2019 04:17:13
UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082);Médico Hospitalar;Médio;168;164;87,50;90,91;92,31;100,00;80,00;71,43;62,50;75,00;75,00;81,82;88,89;92,86;201812;16/01/2019 04:17:13
UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO LTDA. (354325);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;50,00;201812;16/01/2019 04:17:13
UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA (335215);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;94,12;201812;16/01/2019 04:17:13
UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA. (331651);Médico Hospitalar;Médio;198;196;50,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087);Médico Hospitalar;Médio;1;1;100,00;100,00;;;0,00;0,00;0,00;;;;;100,00;201812;16/01/2019 04:17:13
UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;100,00;100,00;100,00;100,00;100,00;100,00;75,00;201812;16/01/2019 04:17:13
UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO (343889);Médico Hospitalar;Grande;26;24;97,03;97,09;95,74;96,68;96,38;96,21;96,01;94,83;95,24;94,53;95,04;94,70;201812;16/01/2019 04:17:13
UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO (334561);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA. (323357);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;60,00;33,33;0,00;50,00;201812;16/01/2019 04:17:13
UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO (346951);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;100,00;201812;16/01/2019 04:17:13
UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO  (350346);Médico Hospitalar;Pequeno;1;1;100,00;100,00;50,00;0,00;0,00;100,00;100,00;100,00;;;;;201812;16/01/2019 04:17:13
UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201812;16/01/2019 04:17:13
UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA (367397);Médico Hospitalar;Médio;170;195;85,71;72,73;76,92;84,62;100,00;85,71;73,33;77,78;76,92;87,50;75,00;83,33;201812;16/01/2019 04:17:13
UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO (335690);Médico Hospitalar;Grande;47;52;94,44;92,59;90,16;89,55;91,03;90,91;92,86;94,37;94,55;89,09;85,71;82,00;201812;16/01/2019 04:17:13
UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO (367613);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO (312851);Médico Hospitalar;Grande;66;68;86,67;83,33;90,00;90,48;84,21;73,68;61,11;75,00;80,00;94,12;93,33;93,33;201812;16/01/2019 04:17:13
UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736);Médico Hospitalar;Pequeno;1;;100,00;;;100,00;66,67;66,67;50,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO (340952);Médico Hospitalar;Médio;151;146;95,24;95,74;95,24;95,24;90,48;92,11;94,59;100,00;100,00;92,86;86,49;86,84;201812;16/01/2019 04:17:13
UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA (315648);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (357138);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS (414573);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE (354295);Médico Hospitalar;Médio;1;1;100,00;100,00;;;0,00;50,00;50,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA (345709);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO (324345);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;85,71;201812;16/01/2019 04:17:13
UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO (371106);Médico Hospitalar;Médio;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED COSTA VERDE RJ (311146);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO (342084);Médico Hospitalar;Grande;40;59;95,35;90,70;87,18;75,86;74,19;76,92;84,31;86,89;87,72;84,44;79,31;84,00;201812;16/01/2019 04:17:13
UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS (304701);Médico Hospitalar;Grande;25;25;97,12;97,04;95,48;94,19;94,58;91,86;90,70;88,95;92,02;92,57;93,01;90,71;201812;16/01/2019 04:17:13
UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA. (330108);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA (348066);Médico Hospitalar;Pequeno;144;150;0,00;0,00;0,00;0,00;10,71;46,84;57,14;59,72;50,00;68,97;80,00;77,78;201812;16/01/2019 04:17:13
UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO (303844);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;100,00;100,00;100,00;;;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO (369411);Médico Hospitalar;Médio;198;206;50,00;50,00;50,00;;;;100,00;100,00;100,00;;;;201812;16/01/2019 04:17:13
UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO (364312);Médico Hospitalar;Médio;1;206;100,00;50,00;60,00;66,67;83,33;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE ARIQUEMES COOPERATIVA DE TRABALHO MÉDICO (358169);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO (300713);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO (304123);Médico Hospitalar;Pequeno;;150;;0,00;0,00;0,00;;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT. (330264);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;75,00;60,00;60,00;66,67;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO (347108);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201812;16/01/2019 04:17:13
UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO (313149);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO (369659);Médico Hospitalar;Médio;182;179;75,00;83,33;90,91;92,86;93,33;83,33;78,57;80,00;86,67;90,00;85,71;60,00;201812;16/01/2019 04:17:13
UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO (331341);Médico Hospitalar;Médio;165;171;88,89;88,89;77,78;66,67;75,00;75,00;66,67;66,67;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
UNIMED DE BELÉM COOPERATIVA DE TRABALHO MÉDICO (303976);Médico Hospitalar;Grande;50;48;93,94;93,55;88,57;87,10;84,21;87,88;90,91;96,00;95,45;94,44;87,50;89,47;201812;16/01/2019 04:17:13
UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO (345776);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;;;;100,00;50,00;66,67;201812;16/01/2019 04:17:13
UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO (304883);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
